review,label,processed_review
"Must every good story be ""improved"" with added corny Broadway music? Apparently those who can't come up with their own plots think that classic literature is just there for the plundering. I confess that Oliver Twist and similar stories are not my favorites, as it is certainly true that Dickens often wrote things that leave you considerably bummed out, and this was a great example of just that... So of course, take this serious tale and add nauseating music and camp it up with every character from prancing orphan boys to mincing bobbies and suddenly it's uplifting? Argh. Fetch me a basin.<br /><br />The four stars in my rating come from casting, which I could liken to that of My Fair Lady. Each of these films had a cast that a play version could be proud of, but then they must go and have them sing (see complaint above). Unlike My Fair Lady, those singing here could actually do so and they mercifully spared us the singing voice of Oliver Reed (pardon if I'm mistaken, it's been a while).<br /><br />My biggest complaint I've stated. Why embarrass everyone except the truly shameless by putting silly songs into a perfectly good story? Seldom has this been done to good effect. Generally it ruins the story. It did with this one. Jury's still out on whether this story is worth saving, but with all that gadding about, it's impossible to tell.",0,must every good story be improved with added corny broadway music apparently those who cant come up with their own plots think that classic literature is just there for the plundering i confess that oliver twist and similar stories are not my favorites as it is certainly true that dickens often wrote things that leave you considerably bummed out and this was a great example of just that so of course take this serious tale and add nauseating music and camp it up with every character from prancing orphan boys to mincing bobbies and suddenly its uplifting argh fetch me a basin the four stars in my rating come from casting which i could liken to that of my fair lady each of these films had a cast that a play version could be proud of but then they must go and have them sing see complaint above unlike my fair lady those singing here could actually do so and they mercifully spared us the singing voice of oliver reed pardon if im mistaken its been a while my biggest complaint ive stated why embarrass everyone except the truly shameless by putting silly songs into a perfectly good story seldom has this been done to good effect generally it ruins the story it did with this one jurys still out on whether this story is worth saving but with all that gadding about its impossible to tell
"... to not live in Montana and especially not to live there at the end of the 19th century.<br /><br />""A river runs through it"" certainly is a well made movie from a cineastic stand-point. Great landscapes, Redford acting well.<br /><br />Unfortunately, the story is bad (if there is a story at all).<br /><br />I felt sorry for the narrator / author, who is as dry, narrow-minded a character as his father, a preacher. Being driven, not driving his own life, he is left to watch his brother, who is also caged in the small town environment, losing his life. The author never even comes close to undestand his brother's motivations, but at least realizes, that he is lacking the slightest amount of homour / fun. All there is, is fly-fishing, where he follows even as an old man the style of his father.<br /><br />The end is not surprising, it is forseeable from the very beginning.<br /><br />Definitely NOT a must-see (3 / 10)<br /><br />",0,to not live in montana and especially not to live there at the end of the th century a river runs through it certainly is a well made movie from a cineastic standpoint great landscapes redford acting well unfortunately the story is bad if there is a story at all i felt sorry for the narrator author who is as dry narrowminded a character as his father a preacher being driven not driving his own life he is left to watch his brother who is also caged in the small town environment losing his life the author never even comes close to undestand his brothers motivations but at least realizes that he is lacking the slightest amount of homour fun all there is is flyfishing where he follows even as an old man the style of his father the end is not surprising it is forseeable from the very beginning definitely not a mustsee
"This film is stunningly beautiful. Goldsworthy's art really benefits with the medium of film because you can see the art at its most beautiful, moving and changing and blossoming. I strongly recommend this movie to everyone. I can think of nothing else to say about it. It's just the kind of movie you HAVE TO see, because it's so visually compelling and left me very refreshed when I left the theatre.",1,this film is stunningly beautiful goldsworthys art really benefits with the medium of film because you can see the art at its most beautiful moving and changing and blossoming i strongly recommend this movie to everyone i can think of nothing else to say about it its just the kind of movie you have to see because its so visually compelling and left me very refreshed when i left the theatre
"I'm gonna tip the scales here a bit and say I enjoyed this. However, the cartoon is really only going to appeal to those who have very absurdist tendencies. It's definitely something that most people will not get, as is the nature of absurdism.<br /><br />the animation is horrible, but yes, that's the point. The main character is foul mouthed, violent, and stupid. no redeeming qualities whatsoever. his wife shrieks and wails, apparently just barely capable of the most basic communication skills. most of these stories completely lack any kind of point.<br /><br />but again, that's the point ;)<br /><br />If non sequiters, foul language, and complete and utter randomness are your thing, you're going to love this.<br /><br />It is really short, so I would probably rent instead of buying.",1,im gon na tip the scales here a bit and say i enjoyed this however the cartoon is really only going to appeal to those who have very absurdist tendencies its definitely something that most people will not get as is the nature of absurdism the animation is horrible but yes thats the point the main character is foul mouthed violent and stupid no redeeming qualities whatsoever his wife shrieks and wails apparently just barely capable of the most basic communication skills most of these stories completely lack any kind of point but again thats the point if non sequiters foul language and complete and utter randomness are your thing youre going to love this it is really short so i would probably rent instead of buying
"Gene Tierney and Dana Andrews, who were both so memorable in 1944's ""Laura, re-teamed for this excellent 1950 film-noir.<br /><br />An embittered policeman, Andrews as Mark, can't get over the fact that his father was a hoodlum who died in a police shootout while trying to break out of jail. As a result of his bitterness, Mark doesn't know when to stop using his hands. It's this inability that leads to the accidental death of a small-time hood.(Craig Stevens)<br /><br />In trying to frame gangster Gary Merrill, Mark unintentionally puts the heat on innocent cab-drive, Tom Tully, who is the father of Gene Tierney, who was separated by Stevens.<br /><br />This is a well-thought out film dealing with the conscience of a basically decent human being.<br /><br />The ending is not exactly upbeat as Mark will have to face the music. At least, he finally admits to what he has done.",1,gene tierney and dana andrews who were both so memorable in s laura reteamed for this excellent filmnoir an embittered policeman andrews as mark cant get over the fact that his father was a hoodlum who died in a police shootout while trying to break out of jail as a result of his bitterness mark doesnt know when to stop using his hands its this inability that leads to the accidental death of a smalltime hoodcraig stevens in trying to frame gangster gary merrill mark unintentionally puts the heat on innocent cabdrive tom tully who is the father of gene tierney who was separated by stevens this is a wellthought out film dealing with the conscience of a basically decent human being the ending is not exactly upbeat as mark will have to face the music at least he finally admits to what he has done
"Moron and girlfriend conduct some ritual to resurrect the dead, in attempt to prove that the dead can not be brought back to life. Not surprisingly, they do resurrect a dead soul who commences chopping them up with an axe, and the next day some college aged people are telling the story around a campfire. The guy with the axe turns up and starts hacking up the idiots telling the story. The group calls the cops, the cop sees blood splattered all over and thinks it's a mountain lion(!?) and soon after is axed by some deformed killer who may or may not be a ghost.<br /><br />Moronic little splatter movie which was filmed in broad daylight but where several characters are carrying flashlights and talking as though it were the middle of the night, and wanting to send up a signal flare to attract attention. One guy has a gun in one hand and bullets in the other but doesn't bother to load it, then after he finally loads it, he has several opportunities to shoot the killer but doesn't bother to, because that would end the movie too early. Then he throws the gun away! Also detrimental is characters who show no emotion and don't look the least bit concerned after their friends are chopped up into pieces and lousy effects (the human heart looks like a piece of chicken meat, the car blown up at the end clearly was a model car) and awful dialogue and some really ugly female nudity doesn't help. And in the end it tries to get away with it's incoherence by saying that it was all the invention of the same college aged people telling campfire stories at the start of this movie. <br /><br />Then the killer turns up for real in the last scene hacks them into pieces. Again.<br /><br />Mediocre of it's kind, good only for some unintended laughs.<br /><br />*1/2 out of ****",0,moron and girlfriend conduct some ritual to resurrect the dead in attempt to prove that the dead can not be brought back to life not surprisingly they do resurrect a dead soul who commences chopping them up with an axe and the next day some college aged people are telling the story around a campfire the guy with the axe turns up and starts hacking up the idiots telling the story the group calls the cops the cop sees blood splattered all over and thinks its a mountain lion and soon after is axed by some deformed killer who may or may not be a ghost moronic little splatter movie which was filmed in broad daylight but where several characters are carrying flashlights and talking as though it were the middle of the night and wanting to send up a signal flare to attract attention one guy has a gun in one hand and bullets in the other but doesnt bother to load it then after he finally loads it he has several opportunities to shoot the killer but doesnt bother to because that would end the movie too early then he throws the gun away also detrimental is characters who show no emotion and dont look the least bit concerned after their friends are chopped up into pieces and lousy effects the human heart looks like a piece of chicken meat the car blown up at the end clearly was a model car and awful dialogue and some really ugly female nudity doesnt help and in the end it tries to get away with its incoherence by saying that it was all the invention of the same college aged people telling campfire stories at the start of this movie then the killer turns up for real in the last scene hacks them into pieces again mediocre of its kind good only for some unintended laughs out of
"And this somebody is me. And not only me, as I can see here at IMDb or when leaving the theater. Why did the people love it? It's obvious: Everybody knows zombies by now (at least the Horror fans by heart and the others through the ""Dawn of the Dead"" reinvention or Resident Evil movies etc.) <br /><br />Or at least they thought they knew everything about zombies ... that is until this movie came along. And you'll see zombies in a new light (perhaps). This is not a horror movie, although it does contain some violent scenes, but is rather a comedy. A satire to be precise. And it never runs out of steam! That is why I rated it so high. Pacing wise it's incredible, the acting is great and the script has no (obvious) mistakes ... quite the contrary: It's a gem and if you're only a little bit interested in zombies you ought to see it! And even if you dislike them, watch it! Because it's a great (comedy) movie!",1,and this somebody is me and not only me as i can see here at imdb or when leaving the theater why did the people love it its obvious everybody knows zombies by now at least the horror fans by heart and the others through the dawn of the dead reinvention or resident evil movies etc or at least they thought they knew everything about zombies that is until this movie came along and youll see zombies in a new light perhaps this is not a horror movie although it does contain some violent scenes but is rather a comedy a satire to be precise and it never runs out of steam that is why i rated it so high pacing wise its incredible the acting is great and the script has no obvious mistakes quite the contrary its a gem and if youre only a little bit interested in zombies you ought to see it and even if you dislike them watch it because its a great comedy movie
"Think of a no-budget version of China Syndrome being directed by a film student who idolizes John Woo and you'll get 'Power Play.' The idea was good, but the execution, acting, and dialog absolutely killed it, not to mention ridiculous amounts of violence and disaster sequences that was used to compensate for lack of substance and development of the more interesting parts of the movie.<br /><br />This is the story of a reporter investigating the disappearance of three members of a guerrilla activist group who mysteriously went missing after they broke into the offices of a power plant that is suspected to be causing a frenzy of earthquake. The rather cavalier reporter, going up against what should've been a more ruthless bunch of company execs, is chased around town (along with anyone he speaks to) in order to ""clean"" whatever conclusive evidence might remain of the plant's faults.<br /><br />Unfortunately, there is no real sense of emergency because the characters interact with much hesitancy, coupled with idiotic dialog and a lot of horrible acting. Not to mention, the viewer, who may only be attracted to the movie for it's action genre appeal, is forced to endure a mounting body count and ridiculous amounts of violent shoot em-ups plus earthquake disaster scenes. All of the focus was put in the wrong place to apologetically compensate for the lack of direction and more interesting sequence of events that should've propelled the story. It might've been much better had the filmmakers focused more on a thriller, and paid greater attention to developing the corruption aspects of this story. Creepy villains, a naive reporter, and those who attempt to alert the reporter of the wrong-doing afoot. It is formulaic, but at least it would've been entertaining.",0,think of a nobudget version of china syndrome being directed by a film student who idolizes john woo and youll get power play the idea was good but the execution acting and dialog absolutely killed it not to mention ridiculous amounts of violence and disaster sequences that was used to compensate for lack of substance and development of the more interesting parts of the movie this is the story of a reporter investigating the disappearance of three members of a guerrilla activist group who mysteriously went missing after they broke into the offices of a power plant that is suspected to be causing a frenzy of earthquake the rather cavalier reporter going up against what shouldve been a more ruthless bunch of company execs is chased around town along with anyone he speaks to in order to clean whatever conclusive evidence might remain of the plants faults unfortunately there is no real sense of emergency because the characters interact with much hesitancy coupled with idiotic dialog and a lot of horrible acting not to mention the viewer who may only be attracted to the movie for its action genre appeal is forced to endure a mounting body count and ridiculous amounts of violent shoot emups plus earthquake disaster scenes all of the focus was put in the wrong place to apologetically compensate for the lack of direction and more interesting sequence of events that shouldve propelled the story it mightve been much better had the filmmakers focused more on a thriller and paid greater attention to developing the corruption aspects of this story creepy villains a naive reporter and those who attempt to alert the reporter of the wrongdoing afoot it is formulaic but at least it wouldve been entertaining
"I really wanted to like this western, being a fan of the genre and a fan of ""Buffalo Bill,"" ""Wild Bill Hickok,"" and ""Calamity Jane,"" all of whom are in this story! Add to the mix Gary Cooper as the lead actor, and it sounded great. <br /><br />The trouble was.....it wasn't. I found myself looking at my watch just 40 minutes into this, being bored to death. Jean Arthur's character was somewhat annoying and James Ellison just did not look like nor act like ""Buffalo Bill."" Cooper wasn't at his best, either, sounding too wooden. This was several years before he hit his prime as an actor.<br /><br />In a nutshell, his western shot blanks. Head up the pass and watch another oater because most of 'em were far better than this one.",0,i really wanted to like this western being a fan of the genre and a fan of buffalo bill wild bill hickok and calamity jane all of whom are in this story add to the mix gary cooper as the lead actor and it sounded great the trouble wasit wasnt i found myself looking at my watch just minutes into this being bored to death jean arthurs character was somewhat annoying and james ellison just did not look like nor act like buffalo bill cooper wasnt at his best either sounding too wooden this was several years before he hit his prime as an actor in a nutshell his western shot blanks head up the pass and watch another oater because most of em were far better than this one
"I have a six month old baby at home and time to time she fights sleep really bad. One morning she was having a particular difficult time getting to sleep when the doodle bops theme song came on T.V. She stopped crying almost instantly, and for the rest of the show was content. I sat her in her bouncy seat and watched her kick her legs, swing her arms, and actually laugh at this show. The kept her entertained and happy the entire time. I also got a video of them so that at times when my little one is flustered I have something to calm her. Granted, late at night if she awakes with colic to fuss the doodle bops are not her cup of tea, but they sure do come in handy when I need a little time to do housework,etc. The biggest surprise about the doodle bops is that my child doesn't even like watching T.V. She'd rather be in the floor playing with a toy or with our small toy poodle than watch T.V. yet, the doodle bops have totally captured her attention. I don't know if she will continue to like them in the future but for now she's attached.",1,i have a six month old baby at home and time to time she fights sleep really bad one morning she was having a particular difficult time getting to sleep when the doodle bops theme song came on tv she stopped crying almost instantly and for the rest of the show was content i sat her in her bouncy seat and watched her kick her legs swing her arms and actually laugh at this show the kept her entertained and happy the entire time i also got a video of them so that at times when my little one is flustered i have something to calm her granted late at night if she awakes with colic to fuss the doodle bops are not her cup of tea but they sure do come in handy when i need a little time to do houseworketc the biggest surprise about the doodle bops is that my child doesnt even like watching tv shed rather be in the floor playing with a toy or with our small toy poodle than watch tv yet the doodle bops have totally captured her attention i dont know if she will continue to like them in the future but for now shes attached
"Director Vincenzo Natali first showed his penchant for character-based sci-fi flicks with his 1997 short film ""Elevated"", wherein 3 people remain trapped in an elevator while unseen monsters roam the building. His follow-up feature project ""Cube"", released later that year, had a very similar premise, this time with 6 people and instead of an elevator it was a vast expansion of interlocking cubic deathtraps. Both were admirable attempts to take the sci-fi genre a step further, by deliberately declining to show almost any visual stimulation, choosing instead to spend as much time as possible focusing on the human element, how the characters act, react and interact under incomprehensible and dangerous conditions. After his exploration into the mainstream with 2002's ""Cypher"", Natali has come back to his bizarre character-film trend to bring us ""Nothing"", his latest, and by far most optimistic and comedic take on the wide cinematic world of ""What If?""<br /><br />Dave (David Hewlett) and Andrew (Andrew Miller) are life-long friends, brought together by a mutual detachment from society and a lack of any one else to be with. Dave, who has always been hindered by a selfish and somewhat dimwitted nature, lives rent-free with Andrew at his ill-located and ill-constructed house, where he often takes advantage of Andrew's neurotic and antisocial mentality. Despite all this, the two misfits are happy together, until one day their deep character flaws, coupled with some astronomically bad luck, land them in the middle of some pretty serious, jail-sentence-worthy trouble. On top of this, they discover that their house has been deemed unfit for existence and is scheduled to be demolished before sunset, so in the hazy, nightmarish panic of everything going wrong for them, they wish that the whole world would just disappear. And it does.<br /><br />Going any further with the synopsis would compromise a lot of the film's slow (occasionally too slow) reveal about what's happened to Dave and Andrew, and how they deal with their new reality. Natali's fascination with studying human behavior under duress (ala The Birds) is here in spades, but simply by making the main characters friends rather than strangers, he's able to break away from the thriller-horror element of this premise to open it up to a more comfortable and optimistic level. It's almost as if he's made the aphoristic opposite of ""Cube"".<br /><br />Of course, the film is not 85 minutes of laughter and sunshine. In keeping with fundamental realism, our two anti-heroes' dynamic often becomes antagonistic, sometimes with rather nasty results. Like the ""Desert Island"" game, the film looks at how even best friends, when left alone together, can fall apart, but at the same time it shows that friends are vital to the quality of existence. In a very twisted, sci-fi way, this is a feel-good flick, with good heart and good intentions.<br /><br />However, there are a few qualms to be had with ""Nothing"". While the two lead actors, Hewlett and Miller, do well with their parts, their characters are not nearly as interesting as they should have been, considering it is completely up to them to entertain us for the better part of an hour. There is some development in the relationship and personalities of Dave and Andrew, some background is given, but ultimately not enough. A generous viewer will sit through the less-engaging portions of the film to see it through to the end, but cynics will probably give up pretty fast.<br /><br />Acting, as mentioned, is adequate, and considering the amount of 'green-screen' work that would've been needed, reasonably convincing. David Hewlett and Andrew Miller, who both wrote co-wrote the screenplay, have been long-time friends of Vincenzo Natali: Hewlett has in fact featured in every film Natali has made. Perhaps it was their creative input that steered this film in a more positive direction. Nonetheless, the story could have been a lot more involving. Granted, it is relatively entertaining considering that (no pun intended) nothing really happens, but you get the impression that, in more experienced hands, a lot more could've been done with this premise.<br /><br />In all fairness, ""Nothing"" is an impressive piece of work in many ways. The concept is interesting, the direction is inventive, the script works on a human level and, most of all, it shows a progression in Natali's creative mentality. For fans of his work, this will be a delight, and for others it will be a nice way to pass a little unwanted time. It's just a shame that the director's fixation on human drama prevented it from being the great, fun film it could have been.",1,director vincenzo natali first showed his penchant for characterbased scifi flicks with his short film elevated wherein people remain trapped in an elevator while unseen monsters roam the building his followup feature project cube released later that year had a very similar premise this time with people and instead of an elevator it was a vast expansion of interlocking cubic deathtraps both were admirable attempts to take the scifi genre a step further by deliberately declining to show almost any visual stimulation choosing instead to spend as much time as possible focusing on the human element how the characters act react and interact under incomprehensible and dangerous conditions after his exploration into the mainstream with s cypher natali has come back to his bizarre characterfilm trend to bring us nothing his latest and by far most optimistic and comedic take on the wide cinematic world of what if dave david hewlett and andrew andrew miller are lifelong friends brought together by a mutual detachment from society and a lack of any one else to be with dave who has always been hindered by a selfish and somewhat dimwitted nature lives rentfree with andrew at his illlocated and illconstructed house where he often takes advantage of andrews neurotic and antisocial mentality despite all this the two misfits are happy together until one day their deep character flaws coupled with some astronomically bad luck land them in the middle of some pretty serious jailsentenceworthy trouble on top of this they discover that their house has been deemed unfit for existence and is scheduled to be demolished before sunset so in the hazy nightmarish panic of everything going wrong for them they wish that the whole world would just disappear and it does going any further with the synopsis would compromise a lot of the films slow occasionally too slow reveal about whats happened to dave and andrew and how they deal with their new reality natalis fascination with studying human behavior under duress ala the birds is here in spades but simply by making the main characters friends rather than strangers hes able to break away from the thrillerhorror element of this premise to open it up to a more comfortable and optimistic level its almost as if hes made the aphoristic opposite of cube of course the film is not minutes of laughter and sunshine in keeping with fundamental realism our two antiheroes dynamic often becomes antagonistic sometimes with rather nasty results like the desert island game the film looks at how even best friends when left alone together can fall apart but at the same time it shows that friends are vital to the quality of existence in a very twisted scifi way this is a feelgood flick with good heart and good intentions however there are a few qualms to be had with nothing while the two lead actors hewlett and miller do well with their parts their characters are not nearly as interesting as they should have been considering it is completely up to them to entertain us for the better part of an hour there is some development in the relationship and personalities of dave and andrew some background is given but ultimately not enough a generous viewer will sit through the lessengaging portions of the film to see it through to the end but cynics will probably give up pretty fast acting as mentioned is adequate and considering the amount of greenscreen work that wouldve been needed reasonably convincing david hewlett and andrew miller who both wrote cowrote the screenplay have been longtime friends of vincenzo natali hewlett has in fact featured in every film natali has made perhaps it was their creative input that steered this film in a more positive direction nonetheless the story could have been a lot more involving granted it is relatively entertaining considering that no pun intended nothing really happens but you get the impression that in more experienced hands a lot more couldve been done with this premise in all fairness nothing is an impressive piece of work in many ways the concept is interesting the direction is inventive the script works on a human level and most of all it shows a progression in natalis creative mentality for fans of his work this will be a delight and for others it will be a nice way to pass a little unwanted time its just a shame that the directors fixation on human drama prevented it from being the great fun film it could have been
"(aka: BLOOD CASTLE or SCREAM OF THE DEMON)<br /><br />*spoiler*<br /><br />This was a drive-in feature, co-billed with THE VELVET VAMPIRE. A Spanish-Italian co-production where a series of women in a village are being murdered around the same time a local count named Yanos Dalmar is seen on horseback, riding off with his 'man-eating' dog behind him.<br /><br />The townsfolk already suspect he is the one behind it all and want his castle burned down. The murders first began around the time Count Yanos' older brother, Count Igor Dalmar was horribly burned and killed in a lab accident.<br /><br />Then a woman Ivanna (Erna Schuer) that Igor hired before his death to assist him in his experiments shows up. Yanos agrees to hire her in place of his brother and together they seek the formulae for the regeneration of dead cells. Yanos wants to bring Igor's charred corpse back to life.<br /><br />But of course Igor is still alive (although horribly burned) and stalking and killing the women in the village. We see his char-broiled face appear at various points in the film, so we know he's still alive, making the whole thing seem a little bit too obvious.<br /><br />Igor meets another fiery end when he gets into a fight with Yanos over Ivanna, with the burning candles falling on to the same bed that Igor stumbles on to, meeting yet another, final char-broiled end.<br /><br />The Retromedia DVD is taken from a VHS source and looks quite grainy and bad. Other than an even scratchier trailer, no other extras are included. Although it has a nice, creepy Spanish castle and good atmospherics, I found it to be fairly boring and predictable, with no excitement or mystery, whatsoever. <br /><br />3 out of 10.",0,aka blood castle or scream of the demon spoiler this was a drivein feature cobilled with the velvet vampire a spanishitalian coproduction where a series of women in a village are being murdered around the same time a local count named yanos dalmar is seen on horseback riding off with his maneating dog behind him the townsfolk already suspect he is the one behind it all and want his castle burned down the murders first began around the time count yanos older brother count igor dalmar was horribly burned and killed in a lab accident then a woman ivanna erna schuer that igor hired before his death to assist him in his experiments shows up yanos agrees to hire her in place of his brother and together they seek the formulae for the regeneration of dead cells yanos wants to bring igors charred corpse back to life but of course igor is still alive although horribly burned and stalking and killing the women in the village we see his charbroiled face appear at various points in the film so we know hes still alive making the whole thing seem a little bit too obvious igor meets another fiery end when he gets into a fight with yanos over ivanna with the burning candles falling on to the same bed that igor stumbles on to meeting yet another final charbroiled end the retromedia dvd is taken from a vhs source and looks quite grainy and bad other than an even scratchier trailer no other extras are included although it has a nice creepy spanish castle and good atmospherics i found it to be fairly boring and predictable with no excitement or mystery whatsoever out of
"This is a hilarious film. Burt Reynolds is a NASCAR star who signs a sponsorship contract with Ned Beatty's Chicken Pit restaurants. The contract has all sorts of humiliating clauses in it, such as forcing Burt to wear a chicken suit during the race! Jim Nabors is his (not quite convincing) chief mechanic. Loni Anderson (oh, yeah!) is assigned by Beatty to keep Reynolds honest and strictly adhering to the contract. This is a funny film in which Burt proves that he ain't too proud. I like it!",1,this is a hilarious film burt reynolds is a nascar star who signs a sponsorship contract with ned beattys chicken pit restaurants the contract has all sorts of humiliating clauses in it such as forcing burt to wear a chicken suit during the race jim nabors is his not quite convincing chief mechanic loni anderson oh yeah is assigned by beatty to keep reynolds honest and strictly adhering to the contract this is a funny film in which burt proves that he aint too proud i like it
"This mindless movie is a piece of crap and boring like the full house repetitions. For all the people who want to see a great, exciting and cool horror movie shouldn't even think about watching this bunch of mindless work. a F- in my opinion. I have one question, what were they thinking? Let's make a list: 1) bad script 2) bad script 3) bad script 4) bad acting 5) bad directing and last but not least a bad script. I mean I am not like grumping about every movie, but I was disappointed when I watched it. This movie should be banned into a box, locked and sunk down into the sea. So please don't do something like this again, please, please, please!!!!",0,this mindless movie is a piece of crap and boring like the full house repetitions for all the people who want to see a great exciting and cool horror movie shouldnt even think about watching this bunch of mindless work a f in my opinion i have one question what were they thinking lets make a list bad script bad script bad script bad acting bad directing and last but not least a bad script i mean i am not like grumping about every movie but i was disappointed when i watched it this movie should be banned into a box locked and sunk down into the sea so please dont do something like this again please please please
"I chose to see this movie because it got a good score here on IMDb. But a lot of people either have really poor taste or someone's been fixing the score.<br /><br />Either way it was a real disappointment. The movie is exactly as stupid and far fetched as the title would suggest. There really is no reason to give a summary of the plot - but here goes: it felt like someone had been thinking: ""Wouldn't it be cool to make a movie where there were snakes on a plane? And then the snakes for some reason would go crazy and start biting and stuff?!?"" And that's about it! The plot is thin and unoriginal. The snakes are bad CGI (but it makes sense to cut corners on a movie that no one in their right mind will recommend to anyone!). The acting is poor, and all people are unbelievable stereo types.<br /><br />To sum it up: It's one of the worst movies I've ever seen - stay away!",0,i chose to see this movie because it got a good score here on imdb but a lot of people either have really poor taste or someones been fixing the score either way it was a real disappointment the movie is exactly as stupid and far fetched as the title would suggest there really is no reason to give a summary of the plot but here goes it felt like someone had been thinking wouldnt it be cool to make a movie where there were snakes on a plane and then the snakes for some reason would go crazy and start biting and stuff and thats about it the plot is thin and unoriginal the snakes are bad cgi but it makes sense to cut corners on a movie that no one in their right mind will recommend to anyone the acting is poor and all people are unbelievable stereo types to sum it up its one of the worst movies ive ever seen stay away
"Despite gorgeous and breathtaking animation, this is probably one of most uninspiring Disney films I've seen, and I don't slam Disney films very often. Spirit is a wild stallion who repeatedly gets captured, either by the cavalry or by Indians, both of which try to ""break"" him. Spirit ends up forming a bond with the Indian, and that, in a nutshell, is the story. With exception to the beautiful animation of the horses, neither I or my five year old were very inspired or excited by this film. It's ironic that it's titled ""Spirit"", as spirit is what this film could have used a bit more of. An extra point was given for the soundtrack, which was enjoyable, with songs by Bryan Adams and Hans Zimmer. And although this film is rated G, you will still probably have to end up explaining what ""breaking a horse"" means to your five year old. I did.<br /><br />",1,despite gorgeous and breathtaking animation this is probably one of most uninspiring disney films ive seen and i dont slam disney films very often spirit is a wild stallion who repeatedly gets captured either by the cavalry or by indians both of which try to break him spirit ends up forming a bond with the indian and that in a nutshell is the story with exception to the beautiful animation of the horses neither i or my five year old were very inspired or excited by this film its ironic that its titled spirit as spirit is what this film could have used a bit more of an extra point was given for the soundtrack which was enjoyable with songs by bryan adams and hans zimmer and although this film is rated g you will still probably have to end up explaining what breaking a horse means to your five year old i did
"In addition to his ""Tarzan"" series, the prolific Edgar Rice Burroughs did write many other books, although, aside from the popular ""At the Earth's Core"", few of these have been filmed. One exception is the novel entitled ""The Lad and the Lion"", brought to the screen as ""The Lion Man"" (1936), an over-talkative, static, old-hat, slow-moving and rather dull movie, despite being filmed on real desert locations. Actually ""movie"" is the wrong word. The narrative doesn't move but proceeds at a snail's pace in an abrupt series of jerks. For instance, at least five characters are given elaborate opening scenes and then just disappear. Even more frustrating for the keen movie fan, are the characters who make an impression of sorts (like the lass who plies Hall with drugged wine) but are enacted by players who are not credited! The credited thespians generally come off worse than the unknowns. One exception is Australian actress Finis Barton who gives a good account of the kidnapped harem girl who rescues young Master Fairy. Admittedly, most of the cast are saddled with atrocious King James dialogue which has to be heard to be believed! But the way to play this rubbish is tongue-in-cheek, a stratagem which does not seem to have occurred to a single one of the film's roster of no-talent players. Maybe director J.P. McCarthy scotched that idea. Anyway, it's sad to see the lovely Kathleen Burke forced to trade lines with the likes of Richard Carlyle (her dad) and Jon Hall (her suitor). Admittedly, Mr Hall delivers his lines with marginally more conviction than Mr Carlyle, but that is no recommendation.",0,in addition to his tarzan series the prolific edgar rice burroughs did write many other books although aside from the popular at the earths core few of these have been filmed one exception is the novel entitled the lad and the lion brought to the screen as the lion man an overtalkative static oldhat slowmoving and rather dull movie despite being filmed on real desert locations actually movie is the wrong word the narrative doesnt move but proceeds at a snails pace in an abrupt series of jerks for instance at least five characters are given elaborate opening scenes and then just disappear even more frustrating for the keen movie fan are the characters who make an impression of sorts like the lass who plies hall with drugged wine but are enacted by players who are not credited the credited thespians generally come off worse than the unknowns one exception is australian actress finis barton who gives a good account of the kidnapped harem girl who rescues young master fairy admittedly most of the cast are saddled with atrocious king james dialogue which has to be heard to be believed but the way to play this rubbish is tongueincheek a stratagem which does not seem to have occurred to a single one of the films roster of notalent players maybe director jp mccarthy scotched that idea anyway its sad to see the lovely kathleen burke forced to trade lines with the likes of richard carlyle her dad and jon hall her suitor admittedly mr hall delivers his lines with marginally more conviction than mr carlyle but that is no recommendation
"Ladies and Gentlemen,please don't get fooled by ""A Stanley Kubrick"" film tag.This is a very bad film which unfortunately has been hailed as one of the deadliest horror films ever made.Horror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror film.In Shining,there is no real horror at all but what we find instead is just a naive,foolish attempt made to create chilling horror.Everyone knows as to how good the attempts are if they are different from reality.All that is good in the film is the view of the icy valley. The hotel where most of the actors were lodged appears good too.A word about the actors Jack Nicholson looks like a lost,lazy soul who is never really sure of what he is supposed to do.There is not much to be said of a bald,colored actor who for the most of times is busy pampering a kid actor.No need to blame the bad weather for the tragedy.It cannot be avoided as the film has been made and poor Kubrick is not alive to make any changes.",0,ladies and gentlemenplease dont get fooled by a stanley kubrick film tagthis is a very bad film which unfortunately has been hailed as one of the deadliest horror films ever madehorror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror filmin shiningthere is no real horror at all but what we find instead is just a naivefoolish attempt made to create chilling horroreveryone knows as to how good the attempts are if they are different from realityall that is good in the film is the view of the icy valley the hotel where most of the actors were lodged appears good tooa word about the actors jack nicholson looks like a lostlazy soul who is never really sure of what he is supposed to dothere is not much to be said of a baldcolored actor who for the most of times is busy pampering a kid actorno need to blame the bad weather for the tragedyit can not be avoided as the film has been made and poor kubrick is not alive to make any changes
